Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Exon Chr Start (bp)	Exon Chr End (bp)	Exon Rank in Transcript	start phase	cDNA coding start	Ensembl Exon ID	Strand
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41215891	41215968	16	1	5215	ENSE00003591784	-1
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41215350	41215390	17	1	5293	ENSE00003672792	-1
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41209069	41209152	18	0	5334	ENSE00003458468	-1
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41203080	41203134	19	0	5418	ENSE00003477922	-1
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41201138	41201211	20	1	5473	ENSE00003628864	-1
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41199660	41199720	21	0	5547	ENSE00003687053	-1
ENSG00000012048	ENST00000309486	BRCA1	17	41196312	41277500	41196313	41197819	22	1	5608	ENSE00001312675	-1
ENSG00000134323	ENST00000281043	MYCN	2	16080686	16087129	16080686	16080865	1	-1		ENSE00000804855	1
ENSG00000134323	ENST00000281043	MYCN	2	16080686	16087129	16082070	16082976	2	-1	298	ENSE00000999248	1
ENSG00000134323	ENST00000281043	MYCN	2	16080686	16087129	16085615	16087129	3	1	1088	ENSE00001351613	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24129150	24129449	1	-1	208	ENSE00000879478	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24133943	24134054	2	0	301	ENSE00001380326	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24135746	24135875	3	1	413	ENSE00000651413	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24143131	24143322	4	2	543	ENSE00001385887	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24145482	24145609	5	2	735	ENSE00003588634	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24158957	24159123	6	1	863	ENSE00000651422	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24167412	24167602	7	0	1030	ENSE00000651425	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24175759	24175890	8	2	1221	ENSE00000651428	1
ENSG00000099956	ENST00000344921	SMARCB1	22	24129150	24176703	24176328	24176703	9	2	1353	ENSE00000879482	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24129161	24129449	1	-1	197	ENSE00001918981	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24133943	24134081	2	0	290	ENSE00001224609	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24135746	24135875	3	1	429	ENSE00000651413	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24143131	24143268	4	2	559	ENSE00000879480	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24145482	24145609	5	2	697	ENSE00003588634	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24158957	24159123	6	1	825	ENSE00000651422	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24167412	24167602	7	0	992	ENSE00000651425	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24175759	24175890	8	2	1183	ENSE00000651428	1
ENSG00000099956	ENST00000263121	SMARCB1	22	24129150	24176703	24176328	24176703	9	2	1315	ENSE00000879482	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24129181	24129449	1	-1	177	ENSE00001547041	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24133943	24134054	2	0	270	ENSE00001380326	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24135746	24135875	3	1	382	ENSE00000651413	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24143131	24143268	4	2	512	ENSE00000879480	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24145482	24145609	5	2	650	ENSE00003588634	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24158957	24159123	6	1	778	ENSE00000651422	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24167412	24167602	7	0	945	ENSE00000651425	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24175759	24175890	8	2	1136	ENSE00000651428	1
ENSG00000099956	ENST00000407422	SMARCB1	22	24129150	24176703	24176328	24176703	9	2	1268	ENSE00000879482	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24129198	24129449	1	-1	160	ENSE00001929669	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24133943	24134081	2	0	253	ENSE00001224609	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24135746	24135875	3	1	392	ENSE00000651413	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24145482	24145609	4	2	522	ENSE00003588634	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24158957	24159123	5	1	650	ENSE00000651422	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24167412	24167602	6	0	817	ENSE00000651425	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24175759	24175890	7	2	1008	ENSE00000651428	1
ENSG00000099956	ENST00000407082	SMARCB1	22	24129150	24176703	24176328	24176370	8	2	1140	ENSE00001870443	1
